N-grams analysis for "One hundred years of solitude" by Gabriel Garcia Marquez

2-GRAMs
--------
YEARS LATER: 2
ever seen: 4
his life.: 5
crowd that: 7
the sad: 10
spectacle of: 2
been turned: 2
a snake: 2
for having: 9
his parents.: 2
Arcadio paid: 3
While the: 9
the snake: 4
snake man: 3
man was: 4
up to: 30
girl was: 3
behind her.: 2
against her: 5
her back.: 3
back. The: 3
The girl: 5
girl tried: 3
him. She: 10
She remained: 2
remained motionless: 3
trembling with: 8
with surprise: 2
to believe: 6
believe the: 2
and finally: 9
she turned: 3
and looked: 2
man into: 2
him into: 9
“And now: 2
and gentlemen: 2
we are: 2
the terrible: 2
have her: 3
chopped off: 2
night at: 4
at this: 2
this time: 8
time for: 13
for one: 5
one hundred: 11
and fifty: 3
fifty years: 2
punishment for: 2
having seen: 3
should not: 7
witness the: 3
other with: 2
a desperate: 3
while they: 5
took off: 11
off their: 6
removed the: 2
had on: 2
on and: 5
there she: 5
was changed: 3
breasts and: 2
José Arcadio’s: 9
a decision: 3
decision and: 2
compensated for: 2
Arcadio could: 4
her because: 8
because they: 17
were in: 12
of public: 5
through with: 3
things and: 3
and did: 8
their business: 2
and would: 16
would even: 2
the bed: 15
bed for: 5
a game: 2
game of: 4
lighted the: 2
a pause: 3
the caresses: 2
out naked: 2
naked on: 3
bed without: 2
the girl: 19
him. A: 2
woman with: 15
came in: 7
time after: 6
not of: 3
the caravan: 2
not from: 3
at José: 2
and examined: 3
in repose: 2
she exclaimed: 4
you are.”: 2
asked them: 7
them alone: 2
the couple: 2
lay down: 4
passion of: 3
first contact: 2
contact the: 2
the bones: 4
bones of: 2
to become: 8
like the: 27
a box: 6
box of: 5
of dominoes: 2
her skin: 7
broke out: 5
a pale: 2
sweat and: 7
her eyes: 14
with tears: 4
her whole: 2
a vague: 7
But she: 13
she bore: 2
bore the: 7
the impact: 2
a firmness: 2
of character: 2
character and: 4
bravery that: 3
felt himself: 6
toward a: 4
forth with: 2
outpouring of: 2
of tender: 2
obscenities that: 2
that entered: 2
through her: 4
ears and: 2
and came: 4
came out: 16
her mouth: 3
On Saturday: 3
Saturday night: 3
a red: 4
around his: 8
the gypsies.: 4
When Úrsula: 9
Úrsula discovered: 2
him all: 2
all through: 9
the remains: 2
remains of: 4
ashes of: 4
the extinguished: 2
Someone who: 2
was there: 5
the trash: 3
told Úrsula: 5
Úrsula that: 2
night before: 6
seen her: 7
her son: 22
son in: 3
she shouted: 9
shouted to: 2
husband who: 7
not shown: 2
the slightest: 13
slightest sign: 2
sign of: 13
“I hope: 2
true ”: 3
Buendía said: 6
the material: 5
material that: 5
thousand times: 2
times and: 12
“That way: 2
a man.”: 2
Úrsula asked: 3
asked where: 3
gypsies had: 2
she still: 11
still had: 13
had time: 16
to catch: 2
to them.: 2
them. She: 4
She kept: 4
farther away: 3
felt so: 10
so far: 5
away that: 2
think about: 13
discover that: 6
eight o’clock: 2
was wrong: 2
little Amaranta: 4
Amaranta who: 7
was getting: 10
hoarse from: 2
few hours: 10
hours he: 3
a group: 12
group of: 16
put Amaranta: 3
Amaranta in: 3
the hands: 3
hands of: 3
offered to: 4
her and: 21
was lost: 6
lost on: 3
pursuit of: 2
of Úrsula.: 2
Úrsula. Aureliano: 2
Aureliano went: 7
went with: 7
with them.: 4
they could: 27
told them: 9
signs that: 2
not seen: 7
After three: 3
of useless: 3
they returned: 3
be overcome: 2
overcome by: 7
by consternation.: 2
He took: 7
took care: 11
of little: 6
mother. He: 2
bathed and: 2
and dressed: 3
took her: 13
four times: 2
times a: 7
a day: 20
day and: 13
night the: 8
the songs: 4
songs that: 3
Úrsula never: 2
never knew: 3
do the: 3
until Úrsula: 2
Úrsula came: 6
came back.: 2
Aureliano whose: 2
the misfortune: 5
a glow: 3
glow of: 12
of clairvoyance: 2
saw her: 17
her come: 2
come in.: 5
in some: 14
way she: 2
disappearance of: 2
a silent: 8
return to: 12
put things: 4
his son: 3
know exactly: 4
exactly when: 5
lighting the: 2
more in: 5
been sleeping: 2
sleeping for: 2
lying in: 3
a wicker: 2
work of: 2
her brother: 4
brother in: 5
air was: 3
months after: 14
after Úrsula’s: 2
strange things: 2
things began: 2
been forgotten: 2
forgotten in: 2
not be: 20
pan of: 2
a half: 7
half hour: 5
to explain: 3
them but: 2
them as: 14
as predictions: 2
predictions of: 5
and made: 21
a complete: 4
room to: 9
it. But: 4
the basket: 5
basket in: 2
its place: 2
place and: 8
the leg: 2
leg of: 2
a table: 4
long awaited: 3
that occasion: 2
him say:: 2
you don’t: 2
Suddenly almost: 2
five months: 2
with new: 3
clothes in: 2
a style: 2
style that: 2
was unknown: 2
could barely: 6
up under: 6
“That was: 3
shouted. “I: 2
knew it: 2
And he: 4
he really: 3
really believed: 3
believed it: 5
for during: 2
during his: 12
manipulated the: 2
begged in: 2
the depth: 2
depth of: 3
heart that: 4
the discovery: 3
or the: 25
the freeing: 2
freeing of: 2
the breath: 2
the faculty: 2
house into: 2
gold but: 2
but what: 4
what had: 6
Úrsula’s return.: 2
not share: 2
share his: 3
a conventional: 2
an hour: 9
hour and: 4
told him:: 2
his perplexity: 2
the crowd.: 3
crowd. They: 2
straight hair: 2
dark skin: 2
who spoke: 4
language and: 2
loaded down: 4
down with: 11
things to: 5
furniture and: 7
pure and: 2
of everyday: 2
came from: 9
only two: 5
two days: 6
the year: 4
year and: 2
were familiar: 2
familiar with: 3
of good: 4
caught up: 3
gypsies but: 2
the route: 3
husband had: 6
been unable: 3
son was: 5
was brought: 4
brought to: 13
parents’ house: 3
two weeks: 14
weeks after: 5
after he: 6
not tolerate: 2
tolerate the: 2
idea that: 17
that an: 5
his blood: 3
imposed the: 4
the condition: 4
never know: 4
know his: 2
his true: 3
was given: 3
the name: 27
him simply: 2
to avoid: 8
town and: 7
house that: 9
the care: 8
relegated to: 5
were put: 2
Indian woman: 6
had arrived: 12
arrived in: 13
in town: 8
town with: 9
a brother: 3
plague of: 2
of insomnia: 9
several years.: 2
were both: 2
took them: 9
them on: 7
on to: 8
help her: 3
and Amaranta: 29
to speak: 10
the Guajiro: 2
Spanish and: 2
they learned: 3
learned to: 10
to drink: 3
knowing it: 3
was too: 10
business in: 4
candy animals.: 3
Macondo had: 5
people who: 16
come with: 4
with Úrsula: 3
spread the: 2
news of: 20
the good: 8
quality of: 4
and its: 3
privileged position: 2
with respect: 3
respect to: 4
swamp so: 3
times it: 2
a permanent: 3
route over: 2
first Arabs: 2
arrived with: 4
pants and: 6
and rings: 3
rings in: 2
their ears: 4
a moment’s: 3
Fascinated by: 3
by an: 11
reality that: 3
be more: 4
put to: 3
to rest: 3
days when: 7
had decided: 7
upon the: 4
streets and: 3
the location: 2
location of: 3
privileges that: 2
not have.: 3
new arrivals: 2
without his: 4
his being: 2
decided that: 8
he should: 5
one in: 8
in charge: 2
charge of: 11
gypsies returned: 2
games of: 4
received with: 2
joy for: 2
was thought: 4
Arcadio would: 6
coming back: 3
back with: 7
did they: 7
who according: 3
what Úrsula: 2
Úrsula thought: 5
thought was: 2
only one: 33
one who: 43
could tell: 5
tell them: 12
not allowed: 2
camp in: 2
town or: 2
set foot: 3
foot in: 3
in it: 8
future for: 2
for they: 4
considered the: 5
of concupiscence: 2
however was: 3
tribe of: 2
of Melquíades: 8
the growth: 2
growth of: 2
age old: 8
old wisdom: 2
would always: 4
always find: 2
been wiped: 3
at least: 8
the torment: 3
torment of: 2
of fantasy: 2
Buendía in: 7
up a: 22
of order: 2
and work: 2
which allowed: 2
bit of: 5
merry with: 2
in every: 3
house. They: 2
the Arabs: 5
Arabs had: 3
for macaws: 4
macaws and: 4
and which: 15
which José: 8
that every: 6
every half: 2
the progressive: 2
it reached: 4
was as: 21
was also: 12
during those: 5
years that: 2
they should: 6
almond trees: 12
instead of: 13
without ever: 3
make them: 3
later when: 14
of wooden: 4
wooden houses: 4
with zinc: 2
zinc roofs: 3
the broken: 5
broken and: 3
and dusty: 2
dusty almond: 3
stood on: 2
the oldest: 7
although no: 3
one knew: 16
putting the: 2
town in: 3
mother was: 4
business of: 7
and fish: 3
which left: 3
twice a: 7
Aureliano spent: 2
the abandoned: 4
learning the: 2
the art: 7
of silverwork: 3
had shot: 2
so fast: 2
fast that: 2
the clothing: 2
left behind: 5
him and: 41
to wear: 5
wear his: 2
shirt and: 5
because Aureliano: 5
Aureliano had: 12
the others.: 2
taken away: 2
away the: 5
his voice: 7
voice and: 3
but on: 14
hand it: 2
restored the: 4
had had: 16
eyes when: 2
much on: 2
laboratory to: 2
Buendía gave: 2
keys to: 5
house and: 32
that perhaps: 3
perhaps he: 2
he needed: 8
needed a: 3
a woman.: 5
But Aureliano: 10
the money: 11
to prepare: 3
prepare some: 2
comparable to: 2
those of: 20
of Arcadio: 2
already begun: 3
get their: 2
second teeth: 2
and still: 5
all day: 5
the Indians’: 2
their decision: 2
decision not: 2
Úrsula told: 4
the wild: 6
behavior of: 3
her children: 8
Aureliano gave: 4
gave her: 23
her a: 17
a look: 7
an atmosphere: 5
atmosphere of: 7
of uncertainty.: 2
coming ”: 3
told her.: 14
her. Úrsula: 2
whenever he: 2
a prediction: 2
to break: 9
it down: 3
for someone: 6
someone to: 2
through Macondo: 2
Macondo every: 3
every day: 10
beyond all: 4
Aureliano was: 17
was sure: 12
sure of: 6
don’t know: 5
know who: 4
who it: 2
it will: 2
he insisted: 2
it is: 3
already on: 2
Sunday in: 2
arrived. She: 2
years old.: 3
old. She: 2
made the: 20
from Manaure: 2
with some: 5
taken on: 4
the task: 2
task of: 6
her along: 2
a letter: 12
letter to: 5
Buendía but: 3
the person: 5
had asked: 5
consisted of: 2
rocking chair: 13
chair with: 4
with small: 4
hand painted: 2
flowers and: 5
a canvas: 2
which kept: 2
cloc cloc: 3
she carried: 3
carried her: 3
her parents’: 7
addressed to: 3
was written: 2
is very: 2
by someone: 3
someone who: 9
who still: 7
loved him: 4
him very: 4
very much: 2
much in: 3
who felt: 2
obliged by: 2
thing and: 2
and send: 2
that poor: 2
Úrsula’s and: 2
and consequently: 2
also a: 2
because she: 35
the daughter: 4
daughter of: 5
in His: 2
was carrying: 4
they might: 2
might be: 4
as well: 6
well as: 3
the letter: 10
but neither: 2
Úrsula remembered: 5
remembered having: 3
they know: 2
name of: 19
much less: 4
the remote: 2
was impossible: 7
impossible to: 12
to obtain: 5
she arrived: 4
arrived she: 3
sitting in: 12
the rocker: 3
rocker sucking: 3
sucking her: 6
her finger: 9
finger and: 2
her large: 2
giving any: 2
any sign: 2
of understanding: 2
understanding what: 2
what they: 9
her. She: 13
She wore: 2
dress that: 2
dyed black: 2
worn by: 3
patent leather: 9
leather boots.: 2
hair was: 5
held behind: 2
behind her: 4
of black: 6
the images: 3
by sweat: 2
and on: 27
her right: 3
right wrist: 2
a carnivorous: 2
carnivorous animal: 2
mounted on: 2
backing of: 3
of copper: 2
the evil: 4
skin her: 2
round and: 3
and tense: 2
tense as: 2
health and: 2
older than: 6
than she: 10
but when: 11
her something: 2
something to: 10
the plate: 2
her knees: 2
They even: 2
even began: 2
to think: 21
think that: 15
the Indians: 5
asked her: 13
she moved: 3
eyes as: 5
she recognized: 3
said yes: 3
They kept: 2
kept her: 6
because there: 6
nothing else: 5
decided to: 26
to call: 4
call her: 3
letter was: 3
was her: 9
her mother’s: 6
name because: 2
the patience: 3
patience to: 2
the names: 5
names of: 3
of all: 19
the saints: 6
saints and: 3
a reaction: 2
from any: 4
of them.: 7
them. Since: 2
Macondo at: 4
for no: 4
had died: 9
up till: 2
then they: 7
the bag: 4
bag of: 3
of bones: 3
to wait: 12
wait for: 10
place of: 4
burial and: 3
everywhere and: 3
be found: 4
with its: 8
a broody: 2
time passed: 4
passed before: 3
incorporated into: 3
the family.: 11
family. She: 2
She would: 12
would sit: 7
sit in: 5
her small: 4
finger in: 4
most remote: 2
remote corner: 2
corner of: 9
her attention: 3
the music: 10
music of: 3
the clocks: 2
which she: 40
would look: 3
look for: 5
for every: 3
hoped to: 3
find it: 2
the air.: 2
get her: 9
No one: 28
one understood: 2
why she: 8
not died: 3
died of: 9
of hunger: 7
Indians who: 2
were aware: 2
aware of: 15
of everything: 4
discovered that: 19
that Rebeca: 5
liked to: 7
eat the: 3
the damp: 2
damp earth: 2
earth of: 2
of whitewash: 2
she picked: 2
walls with: 4
was obvious: 5
obvious that: 6
her parents: 9
had raised: 9
raised her: 6
scolded her: 3
her for: 15
did it: 9
feeling of: 25
of guilt: 2
put away: 4
could eat: 3
eat when: 2
when no: 5
From then: 13
on they: 5
put her: 7
onto the: 10
hot chili: 2
her pernicious: 2
she showed: 7
showed such: 3
signs of: 10
and ingenuity: 2
find some: 2
Úrsula found: 5
found herself: 2
forced to: 3
to use: 11
more drastic: 2
She put: 6
juice and: 2
and rhubarb: 2
she left: 5
left in: 10
night and: 6
she gave: 11
day on: 4
an empty: 6
empty stomach.: 2
had told: 9
the vice: 3
vice of: 4
of eating: 4
eating earth: 4
earth she: 2
she thought: 27
that any: 3
bitter substance: 2
the liver: 2
Rebeca was: 8
to tie: 3
her up: 7
a calf: 3
make her: 11
the medicine: 2
back her: 4
bear up: 4
the strange: 5
bites and: 2
the scandalized: 2
said were: 4
that one: 18
their language.: 2
she added: 3
never established: 3
established whether: 2
whether it: 2
together but: 2
truth was: 4
was that: 37
few weeks: 3
Rebeca began: 2
show signs: 4
She took: 9
treated her: 3
her like: 3
she ate: 2
was soon: 3
revealed that: 5
she spoke: 2
spoke Spanish: 2
with as: 3
the Indian: 8
ability for: 2
for manual: 2
the waltz: 2
waltz of: 2
words that: 4
she herself: 14
herself had: 6
not take: 10
take long: 4
member of: 5
Úrsula than: 2
her own: 36
own children: 2
been and: 7
she called: 4
brother and: 4
she finally: 5
others the: 2
of Rebeca: 6
Rebeca Buendía: 4
Buendía the: 2
one that: 16
she ever: 2
ever had: 4
had and: 4
bore with: 2
until her: 6
her death.: 2
earth and: 7
to sleep: 20
sleep in: 4
slept with: 2
by chance: 4
chance and: 2
heard a: 2
the corner.: 2
She got: 2
got up: 6
in alarm: 2
an animal: 4
animal had: 2
and then: 38
then she: 10
saw Rebeca: 2
Rebeca in: 4
lighted up: 3
like those: 2
exhausted by: 3
her fate: 4
recognized in: 3
in those: 8
the symptoms: 2
symptoms of: 2
the sickness: 3
had obliged: 2
obliged her: 2
brother to: 2
forever from: 2
from an: 2
an age: 3
the insomnia: 7
gone from: 2
house by: 3
her fatalistic: 2
would follow: 2
no matter: 5
“If we: 2
we don’t: 2
again so: 3
in good: 5
good humor.: 3
way we: 2
can get: 3
get more: 2
life.” But: 2
But the: 22
explained that: 2
sickness of: 2
not the: 19
the impossibility: 3
impossibility of: 3
of sleeping: 2
the body: 9
not feel: 8
a more: 6
more critical: 2
a loss: 3
loss of: 6
memory. She: 2
meant that: 2
the sick: 3
his childhood: 3
be erased: 2
erased from: 2
his memory: 7
then the: 7
name and: 6
of things: 6
finally the: 2
of people: 7
people and: 5
the awareness: 3
awareness of: 2
own being: 2
he sank: 2
dying with: 7
with laughter: 9
was just: 12
a question: 5
question of: 4
of one: 3
the many: 7
invented by: 3
just to: 5
be safe: 3
Rebeca from: 3
After several: 2
have died: 4
died down: 2
Buendía found: 3
found himself: 6
over in: 4
to fall: 5
Úrsula who: 19
had also: 5
he answered:: 2
a minute: 3
day they: 5
they felt: 3
they forgot: 2
forgot about: 7
the bad: 4
night. Aureliano: 2
very well: 7
well in: 2
had spent: 7
whole night: 3
he planned: 4
planned to: 6
realized that: 30
than fifty: 2
hours without: 4
“The children: 2
said with: 8
a house: 15
had indeed: 5
the illness: 2
had learned: 9
made them: 5
them all: 2
drink a: 2
get to: 6
and spent: 3
whole day: 6
feet. In: 2
that state: 2
only did: 7
they see: 2
but some: 3
house were: 4
were full: 2
Sitting in: 2
her rocker: 2
a corner: 7
who looked: 6
much like: 4
like her: 7
her dressed: 2
dressed in: 19
in white: 3
linen and: 2
his shirt: 10
shirt collar: 2
collar closed: 2
closed by: 4
a gold: 6
gold button: 3
was bringing: 2
bringing her: 2
was accompanied: 2
who took: 8
Úrsula understood: 5
man and: 7
Rebeca’s parents: 2
but even: 5
even though: 17
though she: 5
she made: 11
to recognize: 3
them she: 2
she confirmed: 3
confirmed her: 4
never seen: 7
them. In: 2
the meantime: 5
an oversight: 3
never forgave: 2
candy animals: 6
made in: 2
were still: 15
sold in: 3
the town.: 15
the delicious: 2
the exquisite: 2
fish of: 3
insomnia and: 4
that dawn: 2
dawn on: 8
on Monday: 5
whole town: 7
the contrary: 11
contrary they: 2
were happy: 3
happy at: 2
do in: 3
those days: 16
that there: 18
barely enough: 3
time. They: 2
that soon: 3
else to: 3
do and: 3
found at: 3
at three: 7
three o’clock: 2
morning with: 2
their arms: 3
the notes: 2
who wanted: 2
sleep not: 3
but because: 17
the nostalgia: 4
nostalgia for: 2
tried all: 2
methods of: 3
together to: 2
over and: 8
and over: 2
for hours: 2
end the: 2
of exasperation: 2
story about: 6
the capon: 6
an endless: 3
the narrator: 5
asked if: 2
if they: 21
they wanted: 5
wanted him: 5
them the: 14
capon and: 5
and when: 22
narrator would: 2
would say: 22
say that: 6
not asked: 5
but whether: 4
whether they: 8
answered no: 2
narrator told: 2
them that: 11
no but: 2
and no: 17
so on: 3
on in: 7
vicious circle: 4
circle that: 4
that lasted: 8
Buendía realized: 2
the plague: 3
invaded the: 3
gathered together: 2
them what: 2
knew about: 5
to prevent: 3
prevent the: 4
to other: 2
other towns: 4
the swamp.: 8
was why: 3
why they: 3
the bells: 7
them for: 2
them at: 10
to town: 3
the disposal: 3
disposal of: 3
listen to: 11
the advice: 2
and insisted: 3
insisted on: 3
on visiting: 2
visiting the: 2
streets of: 3
time had: 12
to ring: 2
people would: 3
would know: 2
during their: 2
stay for: 2
doubt but: 3
mouth and: 5
food and: 3
and drink: 3
day came: 2
situation was: 4
accepted as: 2
and life: 2
life was: 4
organized in: 3
one worried: 2
more about: 3
the useless: 4
was Aureliano: 6
the formula: 2
to protect: 5
against loss: 2
of memory: 5
He discovered: 2
it by: 3
having been: 5
been one: 2
first he: 5
learned the: 2
father told: 2
wrote the: 3
name on: 2
a piece: 9
of paper: 12
pasted to: 2
the base: 2
base of: 5
of not: 8
the future.: 3
not occur: 2
occur to: 2
that this: 6
this was: 3
a difficult: 3
to remember.: 2
But a: 2
had trouble: 3
almost every: 3
he marked: 2
their respective: 4
respective names: 2
that all: 5
all he: 4
was read: 2
to identify: 4
told him: 28
him about: 5
alarm at: 2
forgotten even: 2
Buendía put: 3
it into: 4
and later: 2
With an: 3
everything with: 4
pan. He: 2
the corral: 2
corral and: 2
and marked: 2
the animals: 10
studying the: 2
memory he: 2
he realized: 5
come when: 2
recognized by: 3
sign that: 2
he hung: 2
the neck: 5
neck of: 2
an exemplary: 2
way in: 8
the inhabitants: 7
prepared to: 7
to fight: 2
fight against: 2
every morning: 4
milk and: 2
the milk: 3
coffee to: 2
living in: 5
a reality: 2
was slipping: 2
but which: 4
which would: 11
would escape: 2
forgot the: 3
the written: 2
put up: 5
a sign: 3
that said: 2
and another: 5
one on: 4
the main: 10
main street: 2
street that: 3
In all: 2
objects and: 2
and feelings: 2
the system: 2
demanded so: 2
vigilance and: 2
strength that: 5
many succumbed: 2
the spell: 2
spell of: 2
was less: 2
but more: 4
Ternera was: 4
she conceived: 3
reading the: 2
had read: 4
means of: 14
live in: 7
the cards: 9
where a: 9
was remembered: 2
dark man: 2
arrived at: 6
of April: 2
remembered only: 2
who wore: 2
gold ring: 2
ring on: 3
her left: 2
left hand: 2
which a: 2
by those: 2
Buendía then: 2
once in: 2
the marvelous: 3
marvelous inventions: 2
was based: 3
based on: 7
beginning to: 19
to end: 2
conceived of: 4
placed on: 4
by means: 11
a lever: 2
very few: 2
there would: 4
pass before: 2
before his: 2
in writing: 2
old man: 14
appeared carrying: 2
carrying a: 3
tied with: 2
a rope: 2
rope and: 2
went straight: 2
straight to: 2
house of: 10
not recognize: 2
recognize him: 2
unaware that: 2
that nothing: 4
nothing could: 2
a town: 10
town that: 4
voice was: 2
broken by: 4
uncertainty and: 3
his hands: 14
hands seemed: 2
doubt the: 3
was evident: 2
he came: 15
could still: 2
a patched: 2
hat as: 2
he read: 3
the signs: 2
the walls.: 3
He greeted: 2
greeted him: 4
a broad: 3
show of: 3
of affection: 2
him at: 11
the visitor: 2
was aware: 6
He felt: 8
not with: 2
the irremediable: 2
forgetfulness of: 2
the heart: 4
heart but: 2
but with: 6
a different: 5
of forgetfulness: 2
well because: 5
because it: 23
death. Then: 3
he understood.: 2
He opened: 3
with indecipherable: 2
from among: 3
he took: 20
case with: 3
color and: 3
His eyes: 2
from weeping: 2
even before: 5
he noticed: 3
and before: 4
was ashamed: 2
ashamed of: 2
the solemn: 2
written on: 3
walls and: 6
he recognized: 3
recognized the: 6
a dazzling: 2
joy. It: 2
was Melquíades.: 2
was celebrating: 2
celebrating the: 2
was inclined: 2
inclined to: 2
stay in: 7
He really: 2
been through: 2
death but: 6
had returned: 7
not bear: 7
bear the: 15
having lost: 2
to life: 3
he decided: 8
that corner: 2
world which: 2
discovered by: 2
by death: 2
dedicated to: 3
the operation: 3
operation of: 2
a daguerreotype: 4
heard of: 8
saw himself: 4
himself and: 6
his whole: 2
whole family: 4
onto a: 2
a sheet: 3
sheet of: 4
an eternity: 2
the date: 9
date of: 5
daguerreotype in: 2
Buendía appeared: 2
appeared with: 3
attached to: 2
an expression: 2
expression of: 4
laughter as: 2
the daguerreotype: 7
was made: 2
was thinking: 4
that people: 7
people were: 7
were slowly: 3
while his: 4
his image: 2
image would: 2
a metallic: 2
Through a: 2
who got: 2
got that: 3
that idea: 2
idea out: 2
she who: 2
bitterness and: 2
stay on: 3
daguerreotype of: 6
to survive: 2
morning she: 8
she dressed: 3
their faces: 3
faces and: 2
and gave: 12
gave a: 12
a spoonful: 2
spoonful of: 2
marrow syrup: 2
each one: 6
one so: 3
would all: 2
ever existed: 3
Aureliano appeared: 2
in black: 12
between Amaranta: 2
Amaranta and: 11
and Rebeca.: 3
clairvoyant look: 2
later as: 2
firing squad.: 3
But he: 10
he still: 6
sensed the: 3
the premonition: 3
his fate.: 3
the delicacy: 2
delicacy of: 3
his work.: 3
work. In: 3
the workshop: 23
workshop which: 2
he shared: 4
shared with: 2
with Melquíades’: 3
be heard: 5
He seemed: 5
taking refuge: 2
some other: 5
other time: 3
time while: 2
with shouts: 2
interpreted the: 2
the predictions: 5
noise of: 12
the disaster: 2
disaster of: 2
and silver: 3
at every: 4
dedication to: 2
his work: 5
work the: 2
good judgment: 3
attention had: 2
had allowed: 3
Aureliano to: 6
time more: 2
more money: 2
money than: 2
than Úrsula: 2
had with: 2
but everybody: 2
thought it: 10
was now: 2
a full: 2
not known: 4
known a: 3
was true: 4
true that: 2
never had: 5
months later: 15
the return: 9
return of: 8
of Francisco: 6
Francisco the: 9
the Man: 7
was almost: 7
two hundred: 10
old and: 8
things that: 13
had happened: 11
happened in: 7
the towns: 4
towns along: 2
along his: 2
edge of: 7
if anyone: 3
anyone had: 2
a message: 3
message to: 2
to send: 4
or an: 2
public he: 2
would pay: 3
pay him: 2
him two: 2
two cents: 2
cents to: 2
learned of: 2
the death: 22
death of: 24
consequence of: 2
of listening: 2
the hope: 6
hope that: 6
son José: 5
that because: 4
had once: 2
and whose: 12
name no: 2
disappeared from: 4
from Macondo: 7
Macondo during: 2
insomnia plague: 5
he appeared: 8
suddenly in: 2
in Catarino’s: 5
Catarino’s store.: 5
store. The: 3
to listen: 3
find out: 6
out what: 2
there arrived: 2
fat that: 2
to carry: 5
a rocking: 3
chair and: 4
an adolescent: 2
adolescent mulatto: 2
mulatto girl: 3
girl with: 7
forlorn look: 2
sun with: 3
to Catarino’s: 5
Catarino’s store: 8
a circle: 4
circle of: 5
was singing: 3
singing the: 2
his old: 5
of tune: 2
had given: 22
given him: 7
keeping time: 3
time with: 9
his great: 13
were cracked: 2
a door: 3
door at: 4
through which: 4
men were: 4
were going: 11
going and: 2
the matron: 4
was sitting: 4
fanning herself: 2
herself in: 5
in silence.: 2
a felt: 2
behind his: 4
his ear: 3
was selling: 2
selling the: 3
the gathering: 3
mugs of: 2
fermented cane: 2
took advantage: 4
them where: 2
Toward midnight: 2
midnight the: 2
Aureliano listened: 2
listened to: 6
was of: 2
interest to: 2
family. He: 2
getting ready: 4
home when: 2
her hand.: 4
the hopper: 2
her lap: 4
lap and: 3
was naked: 2
men had: 5
had passed: 10
with sweat: 2
air in: 2
had begun: 14
to turn: 4
turn to: 5
sheet and: 2
asked Aureliano: 3
to hold: 7
by one: 9
as heavy: 3
heavy as: 3
turned over: 2
the sweat: 2
end. He: 2
knew the: 5
love but: 7
weakness of: 2
his knees: 4
knees and: 2
and although: 6
although he: 5
not resist: 4
the urgent: 2
need to: 6
to expel: 3
expel the: 2
finished fixing: 2
fixing up: 2
bed and: 17
a confused: 4
They told: 2
told me: 2
me to: 7
to throw: 10
twenty cents: 5
throw in: 2
more when: 3
go out: 13
got undressed: 2
get rid: 4
rid of: 5
the girl’s: 2
more indifferent: 2
in other: 15
back was: 2
Her skin: 2
skin was: 7
was forced: 3
had fallen: 6
fallen asleep: 3
had awakened: 6
The house: 7
she lived: 3
lived with: 2
grandmother who: 3
her was: 4
to ashes.: 2
Since then: 2
then her: 4
her grandmother: 3
town to: 3
putting her: 2
for twenty: 2
make up: 4
ten years: 2
she also: 4
to pay: 5
pay the: 2
trip and: 2
who carried: 2
door the: 2
time Aureliano: 3
having done: 2
troubled by: 3
a desire: 4
a mixture: 2
mixture of: 2
felt an: 5
At dawn: 8
dawn worn: 2
worn out: 6
the calm: 3
decision to: 4
to marry: 11
marry her: 2
to free: 2
free her: 2
to enjoy: 2
the nights: 4
nights of: 6
of satisfaction: 2
give the: 7
the seventy: 5
But at: 2
at ten: 5
ten o’clock: 2
store the: 4
girl had: 2
had left: 36
his mad: 2
but it: 13
feelings of: 3
of frustration.: 2
work. He: 2
being a: 3
man for: 3
for all: 11
life in: 6
his plates: 2
everything that: 11
had resolved: 2
resolved to: 4
of God.: 2
process of: 5
of superimposed: 2
taken in: 3
in different: 3
parts of: 3
house he: 7
sure that: 14
that sooner: 5
sooner or: 9
or later: 9
would get: 10
of God: 10
put an: 7
an end: 10
once and: 6
of His: 2
deeper into: 3
of Nostradamus.: 2
stay up: 2
up until: 3
until very: 3
very late: 4
the glow: 8
of former: 4
prediction of: 4
no trace: 4
the race: 2
Buendía. “It’s: 2
“It’s a: 4
a mistake: 3
“They won’t: 3
won’t be: 4
will always: 2
always be: 2
a Buendía: 6
per omnia: 2
omnia secula: 2
Úrsula fought: 2
to preserve: 4
that extravagant: 2
little candy: 4
animals with: 2
went all: 3
night turning: 2
baskets of: 2
of bread: 2
bread and: 3
variety of: 2
and cookies: 2
cookies which: 2
the roads: 2
swamp. She: 2
age where: 2
a right: 2
right to: 8
was she: 4
one afternoon: 14
afternoon she: 3
helped her: 6
and beautiful: 3
Rebeca and: 9
and Amaranta.: 3
As soon: 11
the mourning: 4
for their: 2
three years: 6
their bright: 2
have given: 4
them a: 7
new place: 2
contrary to: 4
might have: 11
the more: 18
a light: 4
large and: 2
to work: 4
design of: 2
the embroidery: 2
Amaranta the: 4
the natural: 8
the inner: 2
her dead: 7
Next to: 2
them although: 2
revealing the: 2
Arcadio looked: 3
a child.: 3
child. He: 2
He set: 3
set about: 11
with Aureliano: 9
also taught: 2
and write.: 3
house had: 4
were on: 8
and having: 5
be obliged: 2
obliged to: 2
to scatter: 2
money she: 2
had accumulated: 4
accumulated over: 2
her customers: 2
the enlargement: 2
enlargement of: 2
house. She: 6
parlor for: 2
more comfortable: 3
and cool: 2
for daily: 2
use a: 3
room with: 11
table with: 2
with twelve: 2
places where: 4
family could: 2
could sit: 2
their guests: 2
windows on: 2
